id,Day,Month,Year,Tminimum,Tmaximum,Tmean,RHmean,WS,ET,ET_M1,D_M1,ET_M2,D_M2,ET_M3,D_M3,ET_M4,D_M4,ET_M5,D_M5
2005,27        ,6         ,2005      ,40.6,46.7,34.6,30,4.77,12.7,12.87,0.17,11.96,0.74,16.22,3.52,13.04,0.34,13.78,1.08
2006,28        ,6         ,2005      ,39.9,45.4,34.0,34,3.76,10.6,9.1,1.5,10.95,0.35,9.91,0.69,9.4,1.2,7.75,2.85
2007,29        ,6         ,2005      ,38.6,43.9,34.1,38,3.83,10.0,11.89,1.89,9.48,0.52,6.66,3.34,9.98,0.02,12.81,2.81
2008,30        ,6         ,2005      ,38.2,43.2,34.1,40,3.06,8.7,7.49,1.21,8.92,0.22,8.58,0.12,9.59,0.89,5.33,3.37
2009,1         ,7         ,2005      ,38.6,43.6,33.7,38,2.66,8.4,6.8,1.6,7.59,0.81,11.17,2.77,7.13,1.27,9.75,1.35
2010,2         ,7         ,2005      ,35.4,39.3,32.1,50,2.31,6.4,5.68,0.72,6.58,0.18,4.98,1.42,7.1,0.7,10.9,4.5
2011,3         ,7         ,2005      ,35.1,38.9,30.7,54,2.02,6.1,4.79,1.31,6.78,0.68,8.29,2.19,7.05,0.95,7.15,1.05
2012,4         ,7         ,2005      ,36.3,40.3,31.7,45,2.35,7.1,6.66,0.44,7.15,0.05,6.26,0.84,6.59,0.51,8.12,1.02
2013,5         ,7         ,2005      ,33.9,37.0,30.2,53,2.03,5.7,6.72,1.02,5.06,0.64,9.19,3.49,5.77,0.07,7.88,2.18
2014,6         ,7         ,2005      ,33.7,39.3,28.2,52,2.53,7.1,6.75,0.35,7.44,0.34,7.37,0.27,7.56,0.46,3.76,3.34
2015,7         ,7         ,2005      ,33.1,39.0,27.5,55,3.85,8.0,6.53,1.47,7.96,0.04,5.08,2.92,9.19,1.19,9.32,1.32
2016,8         ,7         ,2005      ,33.4,38.3,28.1,56,3.4,7.3,7.24,0.06,7.51,0.21,8.87,1.57,6.55,0.75,9.78,2.48
2017,9         ,7         ,2005      ,35.9,40.9,30.6,48,2.41,7.3,6.11,1.19,6.49,0.81,4.95,2.35,6.17,1.13,6.84,0.46
2018,10        ,7         ,2005      ,37.8,42.1,32.6,41,1.87,7.0,8.78,1.78,7.5,0.5,8.0,1.0,7.56,0.56,2.57,4.43
2019,11        ,7         ,2005      ,39.1,44.2,33.9,35,3.28,9.5,8.6,0.9,8.73,0.77,5.85,3.65,10.44,0.94,3.9,5.6
2020,12        ,7         ,2005      ,36.8,40.5,33.6,39,3.51,8.5,8.73,0.23,8.13,0.37,8.92,0.42,7.99,0.51,11.47,2.97
2021,13        ,7         ,2005      ,35.4,38.3,31.8,45,1.52,5.5,4.89,0.61,4.86,0.64,6.7,1.2,5.57,0.07,0.77,4.73
2022,14        ,7         ,2005      ,36.7,40.7,32.6,42,1.37,5.9,7.84,1.94,6.24,0.34,2.05,3.85,5.58,0.32,3.79,2.11
2023,15        ,7         ,2005      ,36.5,41.7,31.2,43,2.9,8.2,7.67,0.53,9.04,0.84,8.82,0.62,9.38,1.18,8.29,0.09
2024,16        ,7         ,2005      ,36.4,40.5,32.2,41,2.28,7.1,5.45,1.65,6.89,0.21,3.83,3.27,6.36,0.74,5.85,1.25
2025,17        ,7         ,2005      ,36.8,41.4,31.1,41,2.17,7.3,8.28,0.98,6.5,0.8,9.23,1.93,7.6,0.3,12.52,5.22
2026,18        ,7         ,2005      ,36.5,40.6,32.9,39,2.16,7.0,5.64,1.36,6.92,0.08,9.7,2.7,7.56,0.56,7.99,0.99
2027,19        ,7         ,2005      ,37.5,42.2,32.6,35,4.33,10.4,11.09,0.69,11.07,0.67,9.05,1.35,10.28,0.12,6.04,4.36
2028,20        ,7         ,2005      ,37.8,43.0,33.3,34,4.84,11.3,10.02,1.28,10.93,0.37,11.3,0.0,11.54,0.24,16.83,5.53
2029,21        ,7         ,2005      ,37.9,43.3,33.2,34,4.07,10.4,10.0,0.4,10.47,0.07,9.62,0.78,11.02,0.62,6.9,3.5
2030,22        ,7         ,2005      ,37.6,43.1,32.2,35,3.68,9.9,11.63,1.73,9.66,0.24,6.47,3.43,9.72,0.18,5.23,4.67
2031,23        ,7         ,2005      ,38.5,43.5,32.9,31,2.6,8.7,8.58,0.12,9.54,0.84,10.78,2.08,7.66,1.04,11.34,2.64
2032,24        ,7         ,2005      ,38.7,43.4,33.7,31,2.35,8.1,9.54,1.44,7.57,0.53,11.35,3.25,6.8,1.3,7.48,0.62
2033,25        ,7         ,2005      ,40.1,45.2,33.9,28,2.01,8.1,8.13,0.03,8.9,0.8,6.6,1.5,7.24,0.86,9.88,1.78
2034,26        ,7         ,2005      ,40.5,45.4,34.9,29,2.3,8.5,7.35,1.15,8.1,0.4,8.65,0.15,8.92,0.42,2.74,5.76
2035,27        ,7         ,2005      ,38.5,42.8,34.9,34,4.0,10.0,9.52,0.48,10.67,0.67,9.07,0.93,8.72,1.28,6.27,3.73
2036,28        ,7         ,2005      ,36.2,40.6,32.3,40,2.3,7.1,6.23,0.87,6.74,0.36,10.68,3.58,6.87,0.23,12.59,5.49
2037,29        ,7         ,2005      ,37.4,42.3,32.4,38,2.73,8.2,9.45,1.25,8.26,0.06,7.44,0.76,9.29,1.09,5.33,2.87
2038,30        ,7         ,2005      ,36.7,41.6,32.5,42,2.61,7.7,7.12,0.58,7.04,0.66,4.69,3.01,7.52,0.18,3.67,4.03
2039,31        ,7         ,2005      ,36.1,40.3,31.5,47,1.45,5.9,7.81,1.91,5.07,0.83,7.56,1.66,6.81,0.91,7.91,2.01
2040,1         ,8         ,2005      ,37.7,41.9,33.0,40,1.55,6.4,6.69,0.29,5.87,0.53,9.23,2.83,5.93,0.47,3.23,3.17
2041,2         ,8         ,2005      ,37.4,42.1,32.8,42,2.8,8.0,6.38,1.62,7.78,0.22,6.52,1.48,7.15,0.85,9.15,1.15
2042,3         ,8         ,2005      ,38.5,43.8,32.3,37,2.65,8.6,8.61,0.01,8.2,0.4,8.73,0.13,9.01,0.41,3.48,5.12
2043,4         ,8         ,2005      ,39.2,44.1,33.3,35,1.98,7.6,6.27,1.33,7.7,0.1,4.82,2.78,8.26,0.66,7.31,0.29
2044,5         ,8         ,2005      ,39.1,44.6,34.0,37,5.35,12.0,10.28,1.72,11.73,0.27,8.04,3.96,11.78,0.22,16.26,4.26
2045,6         ,8         ,2005      ,37.0,41.8,32.0,40,5.12,10.7,9.66,1.04,11.57,0.87,8.49,2.21,11.79,1.09,8.46,2.24
2046,7         ,8         ,2005      ,36.2,40.8,31.5,39,5.05,10.4,10.23,0.17,9.84,0.56,13.78,3.38,9.75,0.65,13.8,3.4
2047,8         ,8         ,2005      ,34.9,39.5,30.7,38,3.52,8.6,7.84,0.76,7.77,0.83,6.57,2.03,9.5,0.9,7.22,1.38
2048,9         ,8         ,2005      ,34.9,39.8,29.4,37,3.15,8.4,10.28,1.88,7.88,0.52,7.72,0.68,7.94,0.46,13.75,5.35
2049,10        ,8         ,2005      ,35.4,40.8,29.9,35,4.4,10.2,9.93,0.27,9.5,0.7,13.54,3.34,10.22,0.02,10.72,0.52
2050,11        ,8         ,2005      ,35.8,41.0,30.3,36,4.3,10.0,11.6,1.6,9.61,0.39,10.11,0.11,10.4,0.4,5.51,4.49
2051,12        ,8         ,2005      ,36.2,41.5,30.7,35,3.93,9.8,7.82,1.98,9.89,0.09,8.91,0.89,8.66,1.14,15.45,5.65
2052,13        ,8         ,2005      ,36.8,42.0,31.4,36,3.42,9.2,11.17,1.97,8.51,0.69,12.74,3.54,8.98,0.22,10.02,0.82
2053,14        ,8         ,2005      ,37.0,42.2,31.5,35,3.87,9.8,10.16,0.36,8.94,0.86,7.61,2.19,10.88,1.08,5.01,4.79
2054,15        ,8         ,2005      ,37.4,43.0,31.6,33,4.66,11.2,9.52,1.68,10.64,0.56,8.24,2.96,10.56,0.64,13.97,2.77
2055,16        ,8         ,2005      ,36.7,41.8,31.3,36,2.97,8.5,9.51,1.01,8.75,0.25,10.11,1.61,8.7,0.2,4.57,3.93
2056,17        ,8         ,2005      ,37.3,41.6,32.3,32,1.44,6.3,4.9,1.4,5.78,0.52,6.04,0.26,5.85,0.45,8.21,1.91
2057,18        ,8         ,2005      ,36.9,41.7,31.7,37,4.14,9.8,10.52,0.72,10.02,0.22,10.84,1.04,9.82,0.02,12.87,3.07
2058,19        ,8         ,2005      ,37.4,43.1,31.4,35,4.35,10.6,11.71,1.11,10.21,0.39,6.91,3.69,10.87,0.27,9.55,1.05
2059,20        ,8         ,2005      ,36.8,41.7,32.2,36,3.84,9.5,9.07,0.43,9.59,0.09,11.84,2.34,8.37,1.13,4.48,5.02
2060,21        ,8         ,2005      ,36.5,42.1,30.8,32,3.66,9.7,10.52,0.82,9.02,0.68,12.82,3.12,10.39,0.69,9.52,0.18
2061,22        ,8         ,2005      ,35.9,42.4,29.9,30,4.48,11.1,10.95,0.15,11.48,0.38,9.33,1.77,12.17,1.07,6.94,4.16
2062,23        ,8         ,2005      ,35.6,41.9,29.4,30,4.66,11.2,12.67,1.47,11.75,0.55,13.74,2.54,11.7,0.5,13.34,2.14
2063,24        ,8         ,2005      ,35.0,41.1,29.4,32,5.06,11.2,13.06,1.86,10.95,0.25,10.01,1.19,11.14,0.06,14.5,3.3
2064,25        ,8         ,2005      ,35.1,41.4,29.5,34,4.27,10.2,9.01,1.19,11.05,0.85,8.23,1.97,9.75,0.45,8.93,1.27
2065,26        ,8         ,2005      ,35.1,41.8,28.9,34,4.21,10.3,11.87,1.57,10.51,0.21,9.68,0.62,9.12,1.18,15.55,5.25
2066,27        ,8         ,2005      ,35.1,41.7,29.5,32,4.34,10.5,9.6,0.9,11.22,0.72,13.77,3.27,10.76,0.26,10.09,0.41
2067,28        ,8         ,2005      ,34.9,41.5,28.4,31,3.47,9.5,8.21,1.29,9.58,0.08,9.46,0.04,8.38,1.12,13.89,4.39
2068,29        ,8         ,2005      ,34.5,41.3,27.9,28,3.38,9.5,10.11,0.61,8.82,0.68,12.19,2.69,10.18,0.68,7.13,2.37
2069,30        ,8         ,2005      ,34.6,41.6,27.6,27,3.53,9.9,7.96,1.94,10.27,0.37,13.37,3.47,8.96,0.94,13.43,3.53
2070,31        ,8         ,2005      ,34.2,40.4,28.1,30,3.56,9.4,9.72,0.32,9.95,0.55,7.28,2.12,9.9,0.5,7.9,1.5
2071,1         ,9         ,2005      ,34.0,41.2,26.7,27,2.89,8.9,7.25,1.65,8.66,0.24,9.67,0.77,8.84,0.06,12.17,3.27
2072,2         ,9         ,2005      ,34.9,42.6,26.9,24,2.63,8.9,8.86,0.04,9.74,0.84,7.35,1.55,7.98,0.92,9.54,0.64
2073,3         ,9         ,2005      ,35.9,43.6,28.0,21,2.66,9.2,10.36,1.16,8.66,0.54,9.4,0.2,8.03,1.17,4.58,4.62
2074,4         ,9         ,2005      ,36.1,43.8,28.5,19,2.59,9.1,8.61,0.49,9.81,0.71,6.25,2.85,9.83,0.73,14.88,5.78
2075,5         ,9         ,2005      ,36.4,44.3,28.4,21,1.9,7.9,6.82,1.08,8.79,0.89,4.28,3.62,6.79,1.11,8.84,0.94
2076,6         ,9         ,2005      ,37.4,44.4,29.8,21,1.73,7.5,7.3,0.2,6.92,0.58,5.23,2.27,8.18,0.68,3.18,4.32
2077,7         ,9         ,2005      ,37.3,43.6,30.3,24,1.34,6.5,7.29,0.79,6.78,0.28,7.42,0.92,6.39,0.11,1.02,5.48
2078,8         ,9         ,2005      ,34.2,39.6,29.3,47,3.52,7.8,9.71,1.91,6.92,0.88,9.5,1.7,8.29,0.49,11.26,3.46
2079,9         ,9         ,2005      ,30.0,33.6,27.2,71,2.26,4.3,4.0,0.3,4.45,0.15,3.95,0.35,4.25,0.05,3.09,1.21
2080,10        ,9         ,2005      ,29.5,33.2,26.8,69,1.47,3.9,5.53,1.63,3.15,0.75,2.38,1.52,3.6,0.3,9.09,5.19
2081,11        ,9         ,2005      ,30.5,36.1,25.6,64,2.27,5.4,4.45,0.95,5.29,0.11,7.3,1.9,4.24,1.16,7.96,2.56
2082,12        ,9         ,2005      ,29.8,35.0,26.6,65,2.89,5.3,3.96,1.34,6.01,0.71,3.02,2.28,6.03,0.73,9.62,4.32
2083,13        ,9         ,2005      ,28.5,32.3,25.0,71,3.2,4.6,6.33,1.73,4.2,0.4,5.13,0.53,3.62,0.98,6.3,1.7
2084,14        ,9         ,2005      ,28.3,33.5,24.4,68,4.55,5.7,4.65,1.05,5.8,0.1,2.67,3.03,6.24,0.54,2.24,3.46
2085,15        ,9         ,2005      ,28.7,33.8,24.0,65,4.61,6.1,6.48,0.38,6.37,0.27,4.82,1.28,6.0,0.1,5.26,0.84
2086,16        ,9         ,2005      ,30.6,36.6,25.1,58,1.83,5.4,6.17,0.77,4.53,0.87,3.35,2.05,6.36,0.96,0.590000000000001,4.81
2087,17        ,9         ,2005      ,31.8,38.1,25.8,56,2.66,6.4,6.31,0.09,5.83,0.57,6.7,0.3,6.36,0.04,6.98,0.58
2088,18        ,9         ,2005      ,31.8,37.1,26.5,58,1.57,5.1,5.58,0.48,4.36,0.74,3.62,1.48,4.32,0.78,1.15,3.95
2089,19        ,9         ,2005      ,31.3,37.9,25.5,56,1.86,5.7,3.9,1.8,5.26,0.44,9.43,3.73,4.54,1.16,0.58,5.12
2090,20        ,9         ,2005      ,32.6,38.9,26.3,43,1.17,5.3,6.23,0.93,6.0,0.7,5.8,0.5,6.02,0.72,5.02,0.28
2091,21        ,9         ,2005      ,32.8,39.3,26.3,43,1.09,5.3,3.78,1.52,4.9,0.4,4.82,0.48,5.02,0.28,1.04,4.26
2092,22        ,9         ,2005      ,32.8,38.3,27.9,53,1.64,5.4,4.56,0.84,5.4,0.0,4.14,1.26,5.93,0.53,7.03,1.63
2093,23        ,9         ,2005      ,32.4,37.7,27.7,53,2.23,5.8,4.57,1.23,6.07,0.27,4.17,1.63,5.71,0.09,3.01,2.79
2094,24        ,9         ,2005      ,32.4,38.2,26.4,51,1.35,5.2,5.76,0.56,4.33,0.87,2.79,2.41,6.15,0.95,1.24,3.96
2095,25        ,9         ,2005      ,32.3,39.0,26.7,42,2.57,7.0,8.68,1.68,6.44,0.56,6.34,0.66,6.48,0.52,5.07,1.93
2096,26        ,9         ,2005      ,31.0,37.9,25.4,42,3.23,7.5,7.77,0.27,6.76,0.74,6.47,1.03,6.73,0.77,13.41,5.91
2097,27        ,9         ,2005      ,31.0,38.7,24.4,41,2.8,7.3,5.91,1.39,6.87,0.43,10.98,3.68,7.63,0.33,3.42,3.88
2098,28        ,9         ,2005      ,31.3,39.0,24.5,37,2.91,7.7,5.72,1.98,7.83,0.13,7.24,0.46,7.12,0.58,2.65,5.05
2099,29        ,9         ,2005      ,30.9,39.1,24.0,32,2.88,7.9,6.79,1.11,8.29,0.39,11.01,3.11,8.04,0.14,8.11,0.21
2100,30        ,9         ,2005      ,30.3,38.8,23.0,29,3.09,8.3,8.73,0.43,7.4,0.9,8.02,0.28,7.3,1.0,11.89,3.59
2101,1         ,10        ,2005      ,30.0,38.7,22.8,30,2.95,8.0,8.82,0.82,8.6,0.6,5.47,2.53,8.09,0.09,2.65,5.35
2102,2         ,10        ,2005      ,29.5,38.3,21.7,31,2.69,7.6,7.46,0.14,6.74,0.86,6.42,1.18,8.42,0.82,10.93,3.33
2103,3         ,10        ,2005      ,30.1,39.2,22.3,31,3.16,8.3,8.83,0.53,7.74,0.56,5.94,2.36,9.5,1.2,7.6,0.7
2104,4         ,10        ,2005      ,29.4,37.8,22.2,30,3.0,7.8,5.94,1.86,7.07,0.73,6.79,1.01,8.43,0.63,10.26,2.46
2105,5         ,10        ,2005      ,29.2,38.0,21.4,30,2.24,6.9,5.72,1.18,6.47,0.43,5.11,1.79,6.71,0.19,6.46,0.44
2106,6         ,10        ,2005      ,29.6,38.0,22.4,29,2.43,7.1,5.53,1.57,7.22,0.12,6.66,0.44,6.53,0.57,5.5,1.6
2107,7         ,10        ,2005      ,29.9,39.1,22.4,25,2.36,7.3,6.4,0.9,6.58,0.72,10.39,3.09,7.29,0.01,1.72,5.58
2108,8         ,10        ,2005      ,29.3,38.4,21.3,25,2.27,7.1,5.62,1.48,7.02,0.08,5.36,1.74,7.49,0.39,4.15,2.95
2109,9         ,10        ,2005      ,29.9,38.2,22.7,22,1.61,5.9,6.51,0.61,6.49,0.59,3.39,2.51,4.65,1.25,1.18,4.72
2110,10        ,10        ,2005      ,30.1,38.3,22.1,22,1.91,6.5,4.57,1.93,5.73,0.77,7.66,1.16,7.31,0.81,9.19,2.69
2111,11        ,10        ,2005      ,30.7,38.4,23.0,20,1.98,6.6,6.92,0.32,7.06,0.46,2.79,3.81,5.54,1.06,5.93,0.67
2112,12        ,10        ,2005      ,30.5,37.7,24.8,23,1.4,5.3,3.65,1.65,5.14,0.16,5.89,0.59,5.92,0.62,3.47,1.83
2113,13        ,10        ,2005      ,30.5,37.9,24.7,26,1.14,4.9,4.87,0.03,5.32,0.42,1.66,3.24,4.71,0.19,10.71,5.81
2114,14        ,10        ,2005      ,30.9,37.5,23.4,25,0.9,4.4,5.76,1.36,4.43,0.03,3.99,0.41,3.35,1.05,0.620000000000001,3.78
2115,15        ,10        ,2005      ,30.2,37.2,22.5,25,1.03,4.6,2.85,1.75,3.97,0.63,7.27,2.67,3.3,1.3,9.55,4.95
2116,16        ,10        ,2005      ,29.8,38.0,21.6,26,1.22,5.1,6.17,1.07,4.21,0.89,6.42,1.32,5.96,0.86,2.18,2.92
2117,17        ,10        ,2005      ,28.4,36.8,21.1,27,1.45,5.3,4.9,0.4,4.8,0.5,2.81,2.49,4.06,1.24,6.2,0.9
2118,18        ,10        ,2005      ,27.8,36.3,20.7,25,1.44,5.2,4.41,0.79,4.44,0.76,6.34,1.14,5.87,0.67,7.26,2.06
2119,19        ,10        ,2005      ,26.4,35.1,19.5,29,2.06,5.9,6.01,0.11,6.36,0.46,2.11,3.79,5.66,0.24,5.86,0.04
2120,20        ,10        ,2005      ,25.8,34.9,19.0,29,1.62,5.3,3.86,1.44,5.15,0.15,5.87,0.57,5.92,0.62,3.5,1.8
2121,21        ,10        ,2005      ,25.8,34.9,17.4,27,1.66,5.4,7.22,1.82,5.07,0.33,2.18,3.22,5.45,0.05,0.220000000000001,5.18
2122,22        ,10        ,2005      ,26.5,35.3,17.8,20,1.36,5.0,3.85,1.15,5.02,0.02,6.87,1.87,4.57,0.43,8.15,3.15
2123,23        ,10        ,2005      ,27.6,35.8,18.2,16,1.48,5.3,3.76,1.54,4.68,0.62,8.34,3.04,4.01,1.29,9.61,4.31
2124,24        ,10        ,2005      ,25.9,35.0,17.1,16,1.91,5.9,6.76,0.86,6.22,0.32,4.21,1.69,6.75,0.85,8.19,2.29
2125,25        ,10        ,2005      ,26.0,35.5,17.0,17,2.14,6.3,6.11,0.19,6.88,0.58,10.24,3.94,5.19,1.11,2.25,4.05
2126,26        ,10        ,2005      ,27.1,35.7,18.6,17,1.42,5.1,5.67,0.57,5.29,0.19,4.38,0.72,5.77,0.67,3.67,1.43
2127,27        ,10        ,2005      ,26.1,34.9,18.5,21,1.58,5.2,3.3,1.9,4.75,0.45,8.57,3.37,4.97,0.23,-0.2,5.4
2128,28        ,10        ,2005      ,25.7,33.9,17.4,20,1.37,4.7,4.41,0.29,4.85,0.15,4.85,0.15,5.79,1.09,4.13,0.57
2129,29        ,10        ,2005      ,26.4,34.0,19.0,17,1.39,4.7,3.09,1.61,5.45,0.75,1.9,2.8,4.74,0.04,0.16,4.54
2130,30        ,10        ,2005      ,25.6,35.0,16.2,14,1.65,5.4,6.34,0.94,5.42,0.02,3.95,1.45,4.5,0.9,5.09,0.31
2131,31        ,10        ,2005      ,25.3,34.5,16.0,14,1.77,5.5,4.17,1.33,4.88,0.62,8.12,2.62,4.21,1.29,9.18,3.68
2132,1         ,11        ,2005      ,25.1,33.9,17.7,14,1.41,4.8,3.09,1.71,5.11,0.31,3.53,1.27,4.08,0.72,3.14,1.66
2133,2         ,11        ,2005      ,24.6,33.1,18.5,17,1.24,4.3,5.34,1.04,4.29,0.01,6.35,2.05,4.58,0.28,7.72,3.42
2134,3         ,11        ,2005      ,24.2,32.8,19.1,22,1.27,4.3,3.94,0.36,4.48,0.18,3.6,0.7,4.96,0.66,3.5,0.8
2135,4         ,11        ,2005      ,22.3,30.0,16.2,34,1.36,4.0,4.75,0.75,3.22,0.78,7.35,3.35,3.78,0.22,1.44,2.56
2136,5         ,11        ,2005      ,22.2,30.3,15.2,28,1.21,3.9,5.78,1.88,4.04,0.14,4.02,0.12,3.43,0.47,3.36,0.54
2137,6         ,11        ,2005      ,21.5,29.9,14.8,28,1.26,3.9,4.36,0.46,3.25,0.65,1.13,2.77,3.93,0.03,-0.0100000000000002,3.91
2138,7         ,11        ,2005      ,22.3,30.3,15.8,25,1.25,4.0,2.21,1.79,4.35,0.35,2.57,1.43,3.1,0.9,-1.67,5.67
2139,8         ,11        ,2005      ,23.3,31.5,14.3,20,1.09,3.9,3.72,0.18,3.29,0.61,3.98,0.08,5.05,1.15,7.55,3.65
2140,9         ,11        ,2005      ,23.2,31.9,15.7,19,1.58,4.7,6.2,1.5,5.01,0.31,3.45,1.25,3.99,0.71,-0.109999999999999,4.81
2141,10        ,11        ,2005      ,23.9,32.5,14.2,18,1.75,5.0,4.17,0.83,5.48,0.48,8.9,3.9,5.27,0.27,7.79,2.79
2142,11        ,11        ,2005      ,23.3,31.3,17.2,18,1.37,4.2,5.42,1.22,4.02,0.18,1.65,2.55,4.72,0.52,4.04,0.16
2143,12        ,11        ,2005      ,22.8,31.2,17.4,25,1.27,4.0,3.66,0.34,4.68,0.68,7.33,3.33,2.75,1.25,2.07,1.93
2144,13        ,11        ,2005      ,22.1,30.9,15.1,34,1.69,4.4,3.47,0.93,4.35,0.05,2.42,1.98,4.19,0.21,10.3,5.9
2145,14        ,11        ,2005      ,23.6,31.3,17.6,29,1.33,4.0,3.95,0.05,3.35,0.65,3.37,0.63,3.54,0.46,0.12,3.88
2146,15        ,11        ,2005      ,23.6,31.4,18.1,27,1.68,4.5,3.12,1.38,3.68,0.82,2.7,1.8,5.69,1.19,9.54,5.04
2147,16        ,11        ,2005      ,21.7,30.8,16.1,24,1.71,4.6,2.83,1.77,5.49,0.89,5.05,0.45,4.33,0.27,2.18,2.42
2148,17        ,11        ,2005      ,20.9,29.8,14.3,15,1.64,4.5,5.59,1.09,4.84,0.34,1.8,2.7,3.5,1.0,0.32,4.18
2149,18        ,11        ,2005      ,22.7,31.1,14.6,12,1.67,4.7,3.22,1.48,4.67,0.03,8.58,3.88,5.26,0.56,3.14,1.56
2150,19        ,11        ,2005      ,22.8,31.7,14.9,15,1.22,3.9,4.7,0.8,4.53,0.63,1.37,2.53,4.85,0.95,0.58,3.32
2151,20        ,11        ,2005      ,22.4,31.3,15.7,16,1.21,3.9,2.71,1.19,4.7,0.8,2.72,1.18,3.39,0.51,5.2,1.3
2152,21        ,11        ,2005      ,21.9,31.8,13.6,19,1.46,4.3,4.82,0.52,4.8,0.5,2.34,1.96,4.37,0.07,-0.37,4.67
2153,22        ,11        ,2005      ,21.5,31.0,14.6,20,1.37,4.1,5.01,0.91,3.34,0.76,3.49,0.61,3.17,0.93,3.67,0.43
2154,23        ,11        ,2005      ,21.2,30.1,15.0,20,1.35,3.9,3.67,0.23,4.36,0.46,7.16,3.26,3.89,0.01,8.31,4.41
2155,24        ,11        ,2005      ,21.8,30.3,13.8,20,1.35,4.0,5.56,1.56,4.07,0.07,4.43,0.43,4.87,0.87,1.61,2.39
2156,25        ,11        ,2005      ,20.7,28.9,12.8,20,1.55,4.1,2.16,1.94,4.43,0.33,1.02,3.08,3.66,0.44,7.65,3.55
2157,26        ,11        ,2005      ,19.7,28.7,13.2,21,1.79,4.4,5.67,1.27,4.37,0.03,5.73,1.33,3.71,0.69,2.88,1.52
2158,27        ,11        ,2005      ,17.9,26.1,11.9,36,1.79,3.8,3.21,0.59,4.42,0.62,1.29,2.51,4.05,0.25,1.11,2.69
2159,28        ,11        ,2005      ,16.9,25.5,10.8,39,2.21,4.0,3.02,0.98,4.8,0.8,2.84,1.16,3.5,0.5,3.34,0.66
2160,29        ,11        ,2005      ,16.1,25.5,9.3,36,2.25,4.2,4.51,0.31,3.7,0.5,8.01,3.81,4.26,0.06,8.84,4.64
2161,30        ,11        ,2005      ,15.1,23.8,7.8,20,1.68,3.7,2.07,1.63,3.89,0.19,4.29,0.59,2.78,0.92,-2.1,5.8
2162,1         ,12        ,2005      ,15.9,24.3,8.7,16,1.41,3.5,3.52,0.02,3.96,0.46,6.74,3.24,4.68,1.18,7.28,3.78
2163,2         ,12        ,2005      ,15.2,24.1,7.8,18,1.43,3.5,2.15,1.35,3.56,0.06,3.51,0.01,2.76,0.74,1.75,1.75
2164,3         ,12        ,2005      ,15.9,24.5,7.7,17,1.44,3.5,1.77,1.73,2.84,0.66,5.76,2.26,3.8,0.3,0.58,2.92
2165,4         ,12        ,2005      ,17.7,25.6,11.6,14,1.08,3.1,4.16,1.06,3.08,0.02,6.54,3.44,2.42,0.68,3.99,0.89
2166,5         ,12        ,2005      ,18.7,26.7,12.1,14,1.29,3.5,2.05,1.45,4.12,0.62,1.81,1.69,3.74,0.24,-1.37,4.87
2167,6         ,12        ,2005      ,19.3,27.0,12.6,15,0.93,2.9,3.67,0.77,2.58,0.32,3.24,0.34,1.8,1.1,2.93,0.03
2168,7         ,12        ,2005      ,19.5,27.7,12.9,16,1.03,3.1,3.0,0.1,2.61,0.49,4.61,1.51,3.76,0.66,-0.91,4.01
2169,8         ,12        ,2005      ,20.1,28.1,12.5,17,0.99,3.1,2.82,0.28,3.29,0.19,2.94,0.16,2.18,0.92,-2.67,5.77
2170,9         ,12        ,2005      ,18.4,27.3,9.7,20,1.42,3.7,4.37,0.67,2.92,0.78,4.64,0.94,4.18,0.48,0.55,3.15
2171,10        ,12        ,2005      ,16.6,26.7,9.9,23,1.57,3.8,1.8,2.0,3.86,0.06,0.21,3.59,3.76,0.04,4.92,1.12
2172,11        ,12        ,2005      ,15.7,24.8,8.7,14,1.26,3.3,2.92,0.38,2.65,0.65,5.54,2.24,2.88,0.42,0.42,2.88
2173,12        ,12        ,2005      ,16.2,24.7,9.9,14,1.02,2.9,4.61,1.71,3.25,0.35,2.01,0.89,3.44,0.54,2.64,0.26
2174,13        ,12        ,2005      ,15.9,24.3,8.8,16,1.29,3.3,2.26,1.04,3.92,0.62,5.37,2.07,3.2,0.1,1.28,2.02
2175,14        ,12        ,2005      ,16.2,24.5,9.2,17,1.21,3.2,4.62,1.42,2.98,0.22,2.48,0.72,4.17,0.97,9.2,6.0
2176,15        ,12        ,2005      ,15.1,23.9,8.2,16,1.29,3.2,2.45,0.75,2.71,0.49,0.23,2.97,1.98,1.22,6.57,3.37
2177,16        ,12        ,2005      ,13.6,23.8,7.2,18,1.55,3.5,2.36,1.14,3.68,0.18,3.36,0.14,4.28,0.78,-1.64,5.14
2178,17        ,12        ,2005      ,13.5,22.8,6.8,17,1.46,3.3,3.76,0.46,2.61,0.69,6.09,2.79,2.96,0.34,6.41,3.11
2179,18        ,12        ,2005      ,15.3,23.0,8.5,14,1.12,2.9,2.05,0.85,2.95,0.05,1.46,1.44,2.31,0.59,-1.38,4.28
2180,19        ,12        ,2005      ,15.4,23.6,7.5,14,1.06,2.9,3.07,0.17,2.34,0.56,2.99,0.09,2.75,0.15,5.15,2.25
2181,20        ,12        ,2005      ,13.5,24.0,7.1,20,1.45,3.4,3.96,0.56,2.58,0.82,3.87,0.47,2.99,0.41,-2.23,5.63
